Time,X,Y,Z,Event
11.080,0.663999975,0.192000002,-0.688000023,0
11.090,0.656000018,0.164000005,-0.680000007,0
11.100,0.652000010,0.164000005,-0.688000023,0
11.110,0.639999986,0.140000001,-0.671999991,0
11.120,0.635999978,0.156000003,-0.648000002,0
11.130,0.632000029,0.151999995,-0.635999978,0
11.140,0.607999980,0.156000003,-0.624000013,0
11.150,0.635999978,0.167999998,-0.635999978,0
11.160,0.652000010,0.140000001,-0.639999986,0
11.170,0.652000010,0.140000001,-0.656000018,0
11.180,0.663999975,0.164000005,-0.660000026,0
11.190,0.635999978,0.156000003,-0.712000012,0
11.200,0.635999978,0.156000003,-0.712000012,0
11.210,0.607999980,0.140000001,-0.712000012,0
11.220,0.572000027,0.172000006,-0.723999977,0
11.230,0.592000008,0.192000002,-0.727999985,0
11.240,0.624000013,0.187999994,-0.727999985,0
11.250,0.620000005,0.156000003,-0.744000018,0
11.260,0.624000013,0.159999996,-0.720000029,0
11.270,0.635999978,0.175999999,-0.720000029,0
11.280,0.624000013,0.156000003,-0.720000029,0
11.290,0.624000013,0.164000005,-0.708000004,0
11.300,0.635999978,0.175999999,-0.691999972,0
11.310,0.632000029,0.172000006,-0.708000004,0
11.320,0.635999978,0.156000003,-0.703999996,0
11.330,0.628000021,0.159999996,-0.708000004,0
11.340,0.628000021,0.159999996,-0.708000004,0
11.350,0.624000013,0.172000006,-0.708000004,0
11.360,0.615999997,0.131999999,-0.720000029,0
11.370,0.632000029,0.164000005,-0.699999988,0
11.380,0.624000013,0.172000006,-0.691999972,0
11.390,0.607999980,0.156000003,-0.708000004,0
11.400,0.620000005,0.140000001,-0.723999977,0
11.410,0.624000013,0.156000003,-0.723999977,0
11.420,0.624000013,0.156000003,-0.712000012,0
11.430,0.607999980,0.175999999,-0.699999988,0
11.440,0.607999980,0.172000006,-0.708000004,0
11.450,0.607999980,0.172000006,-0.680000007,0
11.460,0.600000024,0.164000005,-0.671999991,0
11.470,0.607999980,0.156000003,-0.712000012,0
11.480,0.607999980,0.159999996,-0.708000004,0
11.490,0.607999980,0.159999996,-0.708000004,0
11.500,0.600000024,0.143999994,-0.731999993,0
11.510,0.603999972,0.175999999,-0.708000004,0
11.520,0.611999989,0.156000003,-0.703999996,0
11.530,0.603999972,0.156000003,-0.691999972,0
11.540,0.600000024,0.164000005,-0.720000029,0
11.550,0.607999980,0.143999994,-0.703999996,0
11.560,0.620000005,0.164000005,-0.703999996,0
11.570,0.588000000,0.156000003,-0.703999996,0
11.580,0.607999980,0.119999997,-0.703999996,0
11.590,0.607999980,0.143999994,-0.708000004,0
11.600,0.611999989,0.140000001,-0.723999977,0
11.610,0.632000029,0.140000001,-0.695999980,0
11.620,0.628000021,0.164000005,-0.723999977,0
11.630,0.620000005,0.140000001,-0.712000012,0
11.640,0.620000005,0.140000001,-0.712000012,0
11.650,0.624000013,0.156000003,-0.688000023,0
11.660,0.632000029,0.131999999,-0.688000023,0
11.670,0.652000010,0.123999998,-0.691999972,0
11.680,0.652000010,0.151999995,-0.712000012,0
11.690,0.639999986,0.140000001,-0.688000023,0
11.700,0.652000010,0.156000003,-0.667999983,0
11.710,0.663999975,0.156000003,-0.656000018,0
11.720,0.639999986,0.192000002,-0.656000018,0
11.730,0.632000029,0.175999999,-0.656000018,0
11.740,0.635999978,0.159999996,-0.667999983,0
11.750,0.635999978,0.184000000,-0.656000018,0
11.760,0.667999983,0.164000005,-0.656000018,0
11.770,0.663999975,0.156000003,-0.639999986,0
11.780,0.663999975,0.156000003,-0.639999986,0
11.790,0.660000026,0.175999999,-0.648000002,0
11.800,0.671999991,0.159999996,-0.656000018,0
11.810,0.703999996,0.159999996,-0.635999978,0
11.820,0.652000010,0.192000002,-0.624000013,0
11.830,0.643999994,0.192000002,-0.671999991,0
11.840,0.684000015,0.156000003,-0.663999975,0
11.850,0.716000021,0.192000002,-0.660000026,0
11.860,0.708000004,0.203999996,-0.680000007,0
11.870,0.675999999,0.203999996,-0.656000018,0
11.880,0.675999999,0.175999999,-0.675999999,0
11.890,0.671999991,0.208000004,-0.667999983,0
11.900,0.684000015,0.219999999,-0.671999991,0
11.910,0.675999999,0.219999999,-0.691999972,0
11.920,0.688000023,0.239999995,-0.712000012,0
11.930,0.688000023,0.239999995,-0.712000012,0
11.940,0.652000010,0.224000007,-0.731999993,0
11.950,0.663999975,0.239999995,-0.671999991,0
11.960,0.656000018,0.203999996,-0.671999991,0
11.970,0.688000023,0.208000004,-0.660000026,0
11.980,0.708000004,0.175999999,-0.639999986,0
11.990,0.684000015,0.192000002,-0.656000018,0
12.000,0.684000015,0.159999996,-0.656000018,0
12.010,0.688000023,0.175999999,-0.628000021,0
12.020,0.703999996,0.164000005,-0.639999986,0
12.030,0.695999980,0.175999999,-0.635999978,0
12.040,0.703999996,0.192000002,-0.639999986,0
12.050,0.675999999,0.192000002,-0.660000026,0
12.060,0.675999999,0.192000002,-0.648000002,0
12.070,0.688000023,0.187999994,-0.663999975,0
12.080,0.688000023,0.187999994,-0.663999975,0
12.090,0.699999988,0.192000002,-0.772000015,0
12.100,0.652000010,0.192000002,-0.667999983,0
12.110,0.688000023,0.203999996,-0.656000018,0
12.120,0.675999999,0.187999994,-0.628000021,0
12.130,0.684000015,0.172000006,-0.671999991,0
12.140,0.695999980,0.184000000,-0.639999986,0
12.150,0.699999988,0.192000002,-0.648000002,0
12.160,0.695999980,0.192000002,-0.656000018,0
12.170,0.688000023,0.175999999,-0.667999983,0
12.180,0.699999988,0.140000001,-0.656000018,0
12.190,0.667999983,0.180000007,-0.643999994,0
12.200,0.699999988,0.216000006,-0.643999994,0
12.210,0.703999996,0.239999995,-0.691999972,0
12.220,0.703999996,0.239999995,-0.691999972,0
12.230,0.688000023,0.175999999,-0.671999991,0
12.240,0.684000015,0.203999996,-0.624000013,0
12.250,0.759999990,0.195999995,-0.628000021,0
12.260,0.727999985,0.175999999,-0.680000007,0
12.270,0.695999980,0.192000002,-0.680000007,0
12.280,0.663999975,0.192000002,-0.703999996,0
12.290,0.639999986,0.192000002,-0.703999996,0
12.300,0.667999983,0.195999995,-0.708000004,0
12.310,0.684000015,0.208000004,-0.656000018,0
12.320,0.699999988,0.195999995,-0.635999978,0
12.330,0.720000029,0.192000002,-0.628000021,0
12.340,0.716000021,0.175999999,-0.639999986,0
12.350,0.667999983,0.151999995,-0.628000021,0
12.360,0.667999983,0.123999998,-0.624000013,0
12.370,0.667999983,0.123999998,-0.624000013,0
12.380,0.663999975,0.151999995,-0.611999989,0
12.390,0.663999975,0.123999998,-0.639999986,0
12.400,0.675999999,0.156000003,-0.639999986,0
12.410,0.684000015,0.187999994,-0.656000018,0
12.420,0.675999999,0.203999996,-0.680000007,0
12.430,0.667999983,0.195999995,-0.667999983,0
12.440,0.699999988,0.208000004,-0.671999991,0
12.450,0.703999996,0.224000007,-0.691999972,0
12.460,0.716000021,0.216000006,-0.691999972,0
12.470,0.695999980,0.208000004,-0.656000018,0
12.480,0.688000023,0.203999996,-0.688000023,0
12.490,0.703999996,0.203999996,-0.675999999,0
12.500,0.703999996,0.195999995,-0.648000002,0
12.510,0.720000029,0.192000002,-0.656000018,0
12.520,0.720000029,0.192000002,-0.656000018,0
12.530,0.688000023,0.192000002,-0.671999991,0
12.540,0.716000021,0.192000002,-0.667999983,0
12.550,0.716000021,0.192000002,-0.639999986,0
12.560,0.703999996,0.195999995,-0.648000002,0
12.570,0.708000004,0.184000000,-0.680000007,0
12.580,0.716000021,0.175999999,-0.648000002,0
12.590,0.708000004,0.156000003,-0.639999986,0
12.600,0.708000004,0.140000001,-0.592000008,0
12.610,0.727999985,0.156000003,-0.628000021,0
12.620,0.720000029,0.159999996,-0.628000021,0
12.630,0.703999996,0.156000003,-0.628000021,0
12.640,0.703999996,0.175999999,-0.632000029,0
12.650,0.688000023,0.184000000,-0.628000021,0
12.660,0.703999996,0.192000002,-0.656000018,0
12.670,0.703999996,0.192000002,-0.656000018,0
12.680,0.703999996,0.192000002,-0.656000018,0
12.690,0.667999983,0.184000000,-0.648000002,0
12.700,0.695999980,0.187999994,-0.611999989,0
12.710,0.712000012,0.187999994,-0.656000018,0
12.720,0.688000023,0.175999999,-0.667999983,0
12.730,0.684000015,0.184000000,-0.628000021,0
12.740,0.684000015,0.184000000,-0.643999994,0
12.750,0.699999988,0.195999995,-0.671999991,0
12.760,0.688000023,0.172000006,-0.656000018,0
12.770,0.667999983,0.151999995,-0.656000018,0
12.780,0.688000023,0.172000006,-0.648000002,0
12.790,0.688000023,0.164000005,-0.635999978,0
12.800,0.684000015,0.187999994,-0.639999986,0
12.810,0.684000015,0.187999994,-0.639999986,0
12.820,0.703999996,0.159999996,-0.656000018,0
12.830,0.688000023,0.143999994,-0.648000002,0
12.840,0.736000001,0.156000003,-0.624000013,0
12.850,0.703999996,0.159999996,-0.615999997,0
12.860,0.708000004,0.143999994,-0.596000016,0
12.870,0.699999988,0.159999996,-0.572000027,0
12.880,0.720000029,0.203999996,-0.615999997,0
12.890,0.727999985,0.252000004,-0.703999996,0
12.900,0.695999980,0.247999996,-0.688000023,0
12.910,0.675999999,0.236000001,-0.628000021,0
12.920,0.688000023,0.216000006,-0.648000002,0
12.930,0.667999983,0.228000000,-0.699999988,0
12.940,0.688000023,0.259999990,-0.648000002,0
12.950,0.695999980,0.236000001,-0.643999994,0
12.960,0.695999980,0.236000001,-0.643999994,0
12.970,0.688000023,0.216000006,-0.639999986,0
12.980,0.675999999,0.228000000,-0.660000026,0
12.990,0.671999991,0.224000007,-0.671999991,0
13.000,0.684000015,0.231999993,-0.648000002,0
13.010,0.688000023,0.219999999,-0.656000018,0
13.020,0.671999991,0.228000000,-0.660000026,0
13.030,0.671999991,0.239999995,-0.671999991,0
13.040,0.667999983,0.219999999,-0.660000026,0
13.050,0.695999980,0.228000000,-0.628000021,0
13.060,0.703999996,0.203999996,-0.639999986,0
13.070,0.695999980,0.219999999,-0.639999986,0
13.080,0.695999980,0.216000006,-0.656000018,0
13.090,0.748000026,0.203999996,-0.639999986,0
13.100,0.723999977,0.175999999,-0.660000026,0
13.110,0.723999977,0.175999999,-0.660000026,0
13.120,0.763999999,0.195999995,-0.740000010,0
13.130,0.736000001,0.192000002,-0.656000018,0
13.140,0.727999985,0.192000002,-0.656000018,0
13.150,0.716000021,0.203999996,-0.671999991,0
13.160,0.703999996,0.192000002,-0.643999994,0
13.170,0.695999980,0.208000004,-0.639999986,0
13.180,0.688000023,0.224000007,-0.648000002,0
13.190,0.695999980,0.216000006,-0.632000029,0
13.200,0.699999988,0.192000002,-0.643999994,0
13.210,0.716000021,0.192000002,-0.632000029,0
13.220,0.703999996,0.195999995,-0.615999997,0
13.230,0.699999988,0.200000003,-0.656000018,0
13.240,0.716000021,0.184000000,-0.671999991,0
13.250,0.703999996,0.203999996,-0.643999994,0
13.260,0.703999996,0.203999996,-0.643999994,0
13.270,0.716000021,0.187999994,-0.519999981,0
13.280,0.703999996,0.195999995,-0.671999991,0
13.290,0.703999996,0.187999994,-0.671999991,0
13.300,0.703999996,0.211999997,-0.671999991,0
13.310,0.663999975,0.219999999,-0.671999991,0
13.320,0.671999991,0.203999996,-0.660000026,0
13.330,0.688000023,0.184000000,-0.628000021,0
13.340,0.675999999,0.175999999,-0.611999989,0
13.350,0.667999983,0.192000002,-0.643999994,0
13.360,0.663999975,0.175999999,-0.628000021,0
13.370,0.684000015,0.203999996,-0.648000002,0
13.380,0.688000023,0.203999996,-0.671999991,0
13.390,0.675999999,0.224000007,-0.628000021,0
13.400,0.675999999,0.224000007,-0.628000021,0
13.410,0.695999980,0.203999996,-0.632000029,0
13.420,0.688000023,0.123999998,-0.648000002,0
13.430,0.688000023,0.219999999,-0.656000018,0
13.440,0.716000021,0.216000006,-0.656000018,0
13.450,0.703999996,0.187999994,-0.628000021,0
13.460,0.675999999,0.203999996,-0.628000021,0
13.470,0.695999980,0.224000007,-0.656000018,0
13.480,0.703999996,0.192000002,-0.656000018,0
13.490,0.727999985,0.224000007,-0.671999991,0
13.500,0.731999993,0.228000000,-0.671999991,0
13.510,0.699999988,0.211999997,-0.656000018,0
13.520,0.695999980,0.224000007,-0.648000002,0
13.530,0.716000021,0.203999996,-0.648000002,0
13.540,0.708000004,0.216000006,-0.648000002,0
13.550,0.708000004,0.216000006,-0.648000002,0
13.560,0.716000021,0.216000006,-0.675999999,0
13.570,0.652000010,0.208000004,-0.639999986,0
13.580,0.699999988,0.184000000,-0.628000021,0
13.590,0.720000029,0.192000002,-0.611999989,0
13.600,0.716000021,0.187999994,-0.660000026,0
13.610,0.720000029,0.195999995,-0.660000026,0
13.620,0.736000001,0.195999995,-0.656000018,0
13.630,0.703999996,0.200000003,-0.648000002,0
13.640,0.723999977,0.192000002,-0.667999983,0
13.650,0.708000004,0.203999996,-0.639999986,0
13.660,0.716000021,0.203999996,-0.639999986,0
13.670,0.708000004,0.195999995,-0.628000021,0
13.680,0.703999996,0.175999999,-0.656000018,0
13.690,0.703999996,0.175999999,-0.656000018,0
13.700,0.699999988,0.175999999,-0.615999997,0
13.710,0.699999988,0.175999999,-0.624000013,0
13.720,0.703999996,0.184000000,-0.656000018,0
13.730,0.703999996,0.192000002,-0.639999986,0
13.740,0.703999996,0.172000006,-0.648000002,0
13.750,0.716000021,0.195999995,-0.624000013,0
13.760,0.703999996,0.184000000,-0.635999978,0
13.770,0.727999985,0.187999994,-0.628000021,0
13.780,0.720000029,0.195999995,-0.639999986,0
13.790,0.703999996,0.208000004,-0.656000018,0
13.800,0.688000023,0.203999996,-0.639999986,0
13.810,0.695999980,0.216000006,-0.632000029,0
13.820,0.688000023,0.195999995,-0.667999983,0
13.830,0.684000015,0.203999996,-0.656000018,0
13.840,0.684000015,0.203999996,-0.656000018,0
13.850,0.716000021,0.203999996,-0.648000002,0
13.860,0.699999988,0.324000001,-0.660000026,0
13.870,0.716000021,0.192000002,-0.643999994,0
13.880,0.716000021,0.175999999,-0.648000002,0
13.890,0.703999996,0.164000005,-0.639999986,0
13.900,0.695999980,0.200000003,-0.635999978,0
13.910,0.688000023,0.203999996,-0.615999997,0
13.920,0.699999988,0.192000002,-0.600000024,0
13.930,0.671999991,0.184000000,-0.592000008,0
13.940,0.731999993,0.195999995,-0.611999989,0
13.950,0.716000021,0.203999996,-0.611999989,0
13.960,0.671999991,0.208000004,-0.615999997,0
13.970,0.703999996,0.219999999,-0.624000013,0
13.980,0.703999996,0.228000000,-0.643999994,0
13.990,0.703999996,0.228000000,-0.643999994,0
14.000,0.703999996,0.224000007,-0.656000018,0
14.010,0.716000021,0.216000006,-0.671999991,0
14.020,0.716000021,0.228000000,-0.660000026,0
14.030,0.727999985,0.239999995,-0.691999972,0
14.040,0.716000021,0.224000007,-0.675999999,0
14.050,0.736000001,0.228000000,-0.667999983,0
14.060,0.716000021,0.224000007,-0.671999991,0
14.070,0.703999996,0.219999999,-0.667999983,0
14.080,0.703999996,0.203999996,-0.639999986,0
14.090,0.716000021,0.219999999,-0.671999991,0
14.100,0.688000023,0.195999995,-0.639999986,0
14.110,0.699999988,0.203999996,-0.639999986,0
14.120,0.716000021,0.216000006,-0.671999991,0
14.130,0.716000021,0.216000006,-0.671999991,0
14.140,0.688000023,0.216000006,-0.667999983,0
14.150,0.708000004,0.192000002,-0.639999986,0
14.160,0.731999993,0.192000002,-0.628000021,0
14.170,0.703999996,0.224000007,-0.648000002,0
14.180,0.695999980,0.200000003,-0.628000021,0
14.190,0.695999980,0.192000002,-0.639999986,0
14.200,0.708000004,0.208000004,-0.643999994,0
14.210,0.708000004,0.195999995,-0.643999994,0
14.220,0.720000029,0.224000007,-0.639999986,0
14.230,0.699999988,0.216000006,-0.671999991,0
14.240,0.699999988,0.203999996,-0.671999991,0
14.250,0.720000029,0.216000006,-0.648000002,0
14.260,0.716000021,0.224000007,-0.680000007,0
14.270,0.708000004,0.203999996,-0.656000018,0
14.280,0.708000004,0.203999996,-0.656000018,0
14.290,0.703999996,0.203999996,-0.656000018,0
14.300,0.716000021,0.316000015,-0.648000002,0
14.310,0.695999980,0.192000002,-0.611999989,0
14.320,0.699999988,0.187999994,-0.639999986,0
14.330,0.695999980,0.175999999,-0.643999994,0
14.340,0.716000021,0.184000000,-0.628000021,0
14.350,0.716000021,0.187999994,-0.635999978,0
14.360,0.684000015,0.184000000,-0.643999994,0
14.370,0.708000004,0.184000000,-0.615999997,0
14.380,0.708000004,0.216000006,-0.639999986,0
14.390,0.699999988,0.192000002,-0.628000021,0
14.400,0.703999996,0.195999995,-0.628000021,0
14.410,0.716000021,0.175999999,-0.639999986,0
14.420,0.703999996,0.175999999,-0.611999989,0
14.430,0.703999996,0.175999999,-0.611999989,0
14.440,0.695999980,0.195999995,-0.708000004,0
14.450,0.671999991,0.175999999,-0.639999986,0
14.460,0.716000021,0.192000002,-0.635999978,0
14.470,0.731999993,0.184000000,-0.632000029,0
14.480,0.727999985,0.208000004,-0.611999989,0
14.490,0.720000029,0.224000007,-0.632000029,0
14.500,0.727999985,0.180000007,-0.639999986,0
14.510,0.716000021,0.187999994,-0.643999994,0
14.520,0.731999993,0.203999996,-0.628000021,0
14.530,0.748000026,0.203999996,-0.639999986,0
14.540,0.727999985,0.219999999,-0.624000013,0
14.550,0.751999974,0.208000004,-0.615999997,0
14.560,0.736000001,0.187999994,-0.607999980,0
14.570,0.731999993,0.192000002,-0.607999980,0
14.580,0.731999993,0.192000002,-0.607999980,0
14.590,0.736000001,0.203999996,-0.615999997,0
14.600,0.727999985,0.184000000,-0.639999986,0
14.610,0.720000029,0.192000002,-0.671999991,0
14.620,0.736000001,0.184000000,-0.639999986,0
14.630,0.716000021,0.156000003,-0.635999978,0
14.640,0.703999996,0.159999996,-0.583999991,0
14.650,0.720000029,0.175999999,-0.583999991,0
14.660,0.736000001,0.195999995,-0.575999975,0
14.670,0.688000023,0.216000006,-0.639999986,0
14.680,0.652000010,0.259999990,-0.607999980,0
14.690,0.699999988,0.156000003,-0.624000013,0
14.700,0.688000023,0.131999999,-0.680000007,0
14.710,0.635999978,0.143999994,-0.652000010,0
14.720,0.635999978,0.143999994,-0.652000010,0
14.730,0.607999980,0.175999999,-0.643999994,0
14.740,0.588000000,0.128000006,-0.639999986,0
14.750,0.527999997,0.112000003,-0.639999986,0
14.760,0.476000011,0.123999998,-0.671999991,0
14.770,0.379999995,0.143999994,-0.703999996,0
14.780,0.331999987,0.175999999,-0.740000010,0
14.790,0.368000001,0.088000000,-0.800000012,0
14.800,0.448000014,0.032000002,-0.864000022,0
14.810,0.555999994,0.123999998,-0.860000014,0
14.820,0.607999980,0.068000004,-0.847999990,0
14.830,0.699999988,0.028000001,-0.736000001,0
14.840,0.791999996,0.028000001,-0.703999996,0
14.850,0.828000009,0.028000001,-0.695999980,0
14.860,0.796000004,0.035999998,-0.551999986,0
14.870,0.796000004,0.035999998,-0.551999986,0
14.880,0.768000007,-0.123999998,-0.448000014,0
14.890,0.688000023,0.192000002,-0.643999994,0
14.900,0.667999983,0.140000001,-0.712000012,0
14.910,0.663999975,0.096000001,-0.656000018,0
14.920,0.600000024,0.032000002,-0.639999986,0
14.930,0.703999996,0.059999999,-0.695999980,0
14.940,0.748000026,0.059999999,-0.680000007,0
14.950,0.460000008,0.384000003,-0.296000004,0
14.960,0.368000001,0.252000004,0.048000000,0
14.970,0.476000011,0.035999998,-0.136000007,0
14.980,0.748000026,-0.092000000,-0.736000001,0
14.990,0.811999977,-0.143999994,-1.123999953,0
15.000,0.736000001,-0.092000000,-1.088000059,0
15.010,0.611999989,0.024000000,-0.768000007,0
15.020,0.611999989,0.024000000,-0.768000007,0
15.030,0.596000016,0.112000003,-0.239999995,0
15.040,1.200000048,-0.096000001,-0.740000010,0
15.050,0.995999992,-0.216000006,-0.927999973,0
15.060,0.991999984,-0.108000003,-0.832000017,0
15.070,0.843999982,-0.123999998,-0.695999980,0
15.080,0.703999996,-0.004000000,-0.547999978,0
15.090,0.643999994,0.079999998,-0.579999983,0
15.100,0.611999989,0.064000003,-0.603999972,0
15.110,0.648000002,0.012000000,-0.671999991,0
15.120,0.643999994,-0.079999998,-0.656000018,0
15.130,0.572000027,-0.064000003,-0.607999980,0
15.140,0.483999997,-0.032000002,-0.579999983,0
15.150,0.375999987,-0.123999998,-0.500000000,0
15.160,0.224000007,-0.112000003,-0.319999993,0
15.170,0.224000007,-0.112000003,-0.319999993,0
15.180,0.156000003,-0.083999999,0.224000007,0
15.190,0.123999998,-0.032000002,0.247999996,0
15.200,0.363999993,-0.056000002,0.096000001,0
15.210,2.528000116,0.939999998,-1.027999997,0
15.220,0.479999989,0.331999987,-1.860000014,0
15.230,-0.463999987,0.175999999,-1.312000036,0
15.240,-0.736000001,0.252000004,-1.184000015,0
15.250,-0.307999998,0.192000002,-1.287999988,0
15.260,0.239999995,0.156000003,-1.151999950,0
15.270,0.379999995,0.131999999,-0.839999974,0
15.280,0.379999995,-0.004000000,-0.611999989,0
15.290,0.303999990,0.056000002,-0.224000007,0
15.300,0.287999988,-0.008000000,-0.287999988,0
15.310,0.287999988,-0.008000000,-0.287999988,0
15.320,0.280000001,-0.035999998,-0.356000006,0
15.330,0.224000007,0.096000001,-0.419999987,0
15.340,0.151999995,0.159999996,-0.575999975,0
15.350,0.112000003,0.208000004,-0.695999980,0
15.360,0.096000001,0.239999995,-0.772000015,0
15.370,0.123999998,0.192000002,-0.783999979,0
15.380,0.172000006,0.187999994,-0.691999972,0
15.390,0.192000002,0.192000002,-0.592000008,0
15.400,0.195999995,0.252000004,-0.551999986,0
15.410,0.175999999,0.203999996,-0.519999981,0
15.420,0.104000002,0.172000006,-0.448000014,0
15.430,0.028000001,0.228000000,-0.328000009,0
15.440,0.048000000,0.224000007,-0.463999987,0
15.450,0.119999997,0.284000009,-0.568000019,0
15.460,0.119999997,0.284000009,-0.568000019,0
15.470,0.119999997,0.368000001,-0.648000002,0
15.480,0.048000000,0.379999995,-0.755999982,0
15.490,-0.059999999,0.384000003,-0.927999973,0
15.500,-0.112000003,0.444000006,-0.967999995,0
15.510,-0.239999995,0.611999989,-0.515999973,0
15.520,0.044000000,0.419999987,-0.776000023,0
15.530,0.224000007,0.331999987,-1.075999975,0
15.540,0.108000003,0.407999992,-0.920000017,0
15.550,0.075999998,0.448000014,-0.607999980,0
15.560,0.108000003,0.432000011,-0.708000004,0
15.570,0.140000001,0.495999992,-0.804000020,0
15.580,0.119999997,0.688000023,-0.912000000,0
15.590,0.112000003,0.635999978,-0.916000009,0
15.600,0.187999994,0.444000006,-0.912000000,0
15.610,0.187999994,0.444000006,-0.912000000,0
15.620,0.123999998,0.303999990,-0.847999990,0
15.630,-0.032000002,0.224000007,-0.703999996,0
15.640,-0.219999999,0.268000007,-0.611999989,0
15.650,-0.180000007,0.412000000,-0.660000026,0
15.660,-0.004000000,0.588000000,-0.639999986,0
15.670,0.016000001,0.635999978,-0.583999991,0
15.680,-0.048000000,0.624000013,-0.564000010,0
15.690,-0.059999999,0.544000030,-0.603999972,0
15.700,-0.115999997,0.568000019,-0.680000007,0
15.710,-0.192000002,0.560000002,-0.688000023,0
15.720,-0.192000002,0.620000005,-0.723999977,0
15.730,-0.131999999,0.652000010,-0.740000010,0
15.740,-0.048000000,0.635999978,-0.703999996,0
15.750,-0.008000000,0.675999999,-0.688000023,0
15.760,-0.008000000,0.675999999,-0.688000023,0
15.770,0.056000002,0.727999985,-0.740000010,0
15.780,0.064000003,0.751999974,-0.671999991,0
15.790,0.175999999,0.783999979,-0.467999995,0
15.800,0.192000002,0.800000012,-0.416000009,0
15.810,0.224000007,0.824000001,-0.467999995,0
15.820,0.203999996,0.828000009,-0.540000021,0
15.830,0.192000002,0.836000025,-0.472000003,0
15.840,-0.032000002,0.944000006,-0.335999995,0
15.850,-0.092000000,0.836000025,-0.615999997,0
15.860,0.187999994,0.759999990,-0.451999992,0
15.870,0.356000006,0.624000013,-0.192000002,0
15.880,0.495999992,0.523999989,-0.115999997,0
15.890,0.572000027,0.708000004,-0.607999980,0
15.900,0.432000011,0.896000028,-1.896000028,0
15.910,0.432000011,0.896000028,-1.896000028,0
15.920,0.131999999,0.731999993,-0.791999996,0
15.930,0.059999999,0.748000026,-0.432000011,0
15.940,-0.004000000,0.804000020,-0.744000018,0
15.950,0.123999998,0.716000021,-0.927999973,0
15.960,0.136000007,0.652000010,-0.828000009,0
15.970,0.100000001,0.716000021,-0.648000002,0
15.980,0.151999995,0.720000029,-0.592000008,0
15.990,0.136000007,0.600000024,-0.671999991,0
16.000,0.175999999,0.575999975,-0.639999986,0
16.010,0.192000002,0.620000005,-0.603999972,0
16.020,0.075999998,0.828000009,-0.575999975,0
16.030,-0.088000000,0.955999970,-0.671999991,0
16.040,-0.092000000,0.768000007,-0.804000020,0
16.050,-0.092000000,0.768000007,-0.804000020,0
16.060,-0.016000001,0.796000004,-0.624000013,0
16.070,-0.064000003,1.008000016,-0.527999997,0
16.080,-0.039999999,1.019999981,-0.356000006,0
16.090,0.075999998,0.828000009,-0.252000004,0
16.100,0.128000006,0.624000013,-0.347999990,0
16.110,0.096000001,0.451999992,-0.575999975,0
16.120,0.068000004,0.596000016,-0.699999988,0
16.130,0.032000002,0.736000001,-0.836000025,0
16.140,-0.052000001,0.879999995,-0.512000024,0
16.150,-0.016000001,0.708000004,-0.400000006,0
16.160,-0.052000001,0.572000027,-0.467999995,0
16.170,-0.064000003,0.540000021,-0.463999987,0
16.180,-0.175999999,0.575999975,-0.407999992,0
16.190,-0.307999998,0.639999986,-0.423999995,0
16.200,-0.307999998,0.639999986,-0.423999995,0
16.210,-0.407999992,0.656000018,-0.544000030,0
16.220,-0.335999995,0.652000010,-0.611999989,0
16.230,-0.316000015,0.615999997,-0.564000010,0
16.240,-0.379999995,0.652000010,-0.519999981,0
16.250,-0.435999990,0.667999983,-0.492000014,0
16.260,-0.463999987,0.588000000,-0.400000006,0
16.270,-0.435999990,0.575999975,-0.307999998,0
16.280,-0.463999987,0.600000024,-0.319999993,0
16.290,-0.495999992,0.603999972,-0.272000015,0
16.300,-0.564000010,0.588000000,-0.200000003,0
16.310,-0.639999986,0.588000000,-0.159999996,0
16.320,-0.656000018,0.523999989,-0.180000007,0
16.330,-0.639999986,0.568000019,-0.136000007,0
16.340,-0.596000016,0.603999972,-0.123999998,0
16.350,-0.596000016,0.603999972,-0.123999998,0
16.360,-0.544000030,0.620000005,-0.096000001,0
16.370,-0.551999986,0.620000005,-0.068000004,0
16.380,-0.575999975,0.607999980,-0.035999998,0
16.390,-0.603999972,0.568000019,-0.035999998,0
16.400,-0.547999978,0.560000002,-0.004000000,0
16.410,-0.532000005,0.603999972,0.028000001,0
16.420,-0.519999981,0.624000013,0.059999999,0
16.430,-0.532000005,0.560000002,0.159999996,0
16.440,-0.607999980,0.479999989,0.219999999,0
16.450,-0.607999980,0.560000002,0.224000007,0
16.460,-0.628000021,0.508000016,0.272000015,0
16.470,-0.568000019,0.460000008,0.351999998,0
16.480,-0.592000008,0.579999983,0.540000021,0
16.490,-0.527999997,0.572000027,0.607999980,0
16.500,-0.527999997,0.572000027,0.607999980,0
16.510,-0.451999992,0.515999973,0.572000027,0
16.520,-0.483999997,0.508000016,0.560000002,0
16.530,-0.476000011,0.476000011,0.603999972,0
16.540,-0.476000011,0.439999998,0.611999989,0
16.550,-0.463999987,0.460000008,0.624000013,0
16.560,-0.435999990,0.460000008,0.596000016,0
16.570,-0.451999992,0.547999978,0.572000027,0
16.580,-0.527999997,0.624000013,0.316000015,0
16.590,-0.671999991,0.572000027,0.280000001,0
16.600,-0.628000021,0.515999973,0.400000006,0
16.610,-0.544000030,0.527999997,0.412000000,0
16.620,-0.488000005,0.460000008,0.363999993,0
16.630,-0.488000005,0.495999992,0.395999998,0
